iteration,goal_sampled,candidate_count,chosen_idx,chosen_rank,accepted,rejection_reason,tree_nodes
935,True,65,"(3, 6, 7, 8, 1, 3)",12,False,duplicate,555
936,False,83,"(5, 6, 5, 6, 3, 7)",50,True,,556
937,False,83,"(6, 6, 5, 4, 5, 2)",23,True,,557
938,False,68,"(4, 6, 2, 9, 4, 1)",4,True,,558
939,False,83,"(4, 5, 6, 4, 4, 5)",9,True,,559
940,False,60,"(5, 4, 5, 5, 2, 5)",25,True,,560
941,True,65,"(2, 6, 6, 8, 1, 2)",1,False,duplicate,560
942,False,67,"(3, 6, 8, 6, 7, 2)",5,True,,561
943,False,72,"(5, 4, 4, 3, 5, 2)",2,True,,562
944,False,82,"(7, 4, 5, 7, 5, 7)",38,True,,563
945,True,65,"(2, 6, 7, 9, 1, 2)",3,False,duplicate,563
946,False,0,,,False,invalid_random_target,563
947,False,0,,,False,invalid_random_target,563
948,False,0,,,False,invalid_random_target,563
949,False,0,,,False,invalid_random_target,563
950,False,0,,,False,invalid_random_target,563
951,False,83,"(5, 5, 5, 5, 4, 6)",1,False,duplicate,563
952,False,71,"(4, 4, 4, 8, 6, 3)",15,True,,564
953,False,63,"(5, 5, 6, 2, 2, 5)",33,True,,565
954,False,0,,,False,invalid_random_target,565
955,False,60,"(7, 6, 6, 3, 8, 2)",2,True,,566
956,False,71,"(4, 6, 4, 6, 8, 6)",6,True,,567
957,False,59,"(4, 4, 6, 8, 3, 3)",3,True,,568
958,False,81,"(3, 5, 5, 4, 4, 7)",73,True,,569
959,False,63,"(3, 4, 5, 5, 3, 4)",2,True,,570
960,False,63,"(2, 6, 6, 4, 2, 4)",2,True,,571
961,False,0,,,False,invalid_random_target,571
962,False,82,"(6, 5, 6, 7, 4, 2)",3,False,duplicate,571
963,False,0,,,False,invalid_random_target,571
964,False,82,"(3, 6, 2, 4, 1, 6)",58,True,,572
965,False,0,,,False,invalid_random_target,572
966,False,65,"(3, 7, 7, 8, 0, 2)",14,False,duplicate,572
967,False,0,,,False,invalid_random_target,572
968,True,65,"(2, 6, 6, 8, 1, 2)",1,False,duplicate,572
969,False,82,"(7, 4, 5, 7, 4, 1)",10,True,,573
970,False,79,"(2, 5, 7, 3, 8, 3)",26,True,,574
971,False,62,"(2, 6, 6, 8, 3, 1)",8,True,,575
972,False,68,"(4, 7, 8, 3, 8, 2)",37,True,,576
973,False,71,"(5, 5, 4, 8, 6, 5)",38,False,duplicate,576
974,False,80,"(7, 4, 4, 1, 7, 3)",39,True,,577
975,False,54,"(7, 7, 6, 8, 4, 4)",5,True,,578
976,False,0,,,False,invalid_random_target,578
977,False,81,"(6, 5, 3, 1, 5, 4)",5,True,,579
978,False,81,"(5, 4, 5, 7, 6, 1)",2,True,,580
979,False,82,"(6, 5, 5, 5, 2, 7)",7,True,,581
980,False,71,"(5, 5, 3, 6, 8, 5)",12,True,,582
981,False,68,"(2, 5, 6, 9, 2, 3)",6,True,,583
982,False,0,,,False,invalid_random_target,583
983,True,65,"(3, 6, 7, 9, 1, 2)",8,False,duplicate,583
984,False,0,,,False,invalid_random_target,583
985,False,64,"(5, 4, 6, 6, 5, 8)",8,True,,584
986,False,0,,,False,invalid_random_target,584
987,False,0,,,False,invalid_random_target,584
988,False,83,"(4, 7, 3, 3, 5, 4)",4,True,,585
989,False,0,,,False,invalid_random_target,585
990,False,63,"(3, 5, 5, 6, 3, 6)",6,True,,586
991,False,71,"(6, 5, 5, 4, 5, 2)",42,True,,587
992,False,83,"(4, 5, 3, 3, 1, 4)",7,True,,588
993,False,62,"(4, 4, 5, 0, 3, 4)",59,True,,589
994,False,79,"(4, 5, 6, 4, 3, 5)",4,True,,590
995,False,69,"(8, 4, 6, 1, 8, 2)",11,True,,591
996,False,72,"(4, 5, 4, 5, 3, 5)",5,True,,592
997,False,74,"(4, 6, 6, 9, 7, 6)",34,True,,593
998,False,0,,,False,invalid_random_target,593
999,False,0,,,False,invalid_random_target,593
1000,False,73,"(4, 6, 3, 4, 1, 6)",14,True,,594
1001,False,0,,,False,invalid_random_target,594
1002,False,82,"(5, 5, 3, 6, 7, 5)",7,True,,595
1003,False,0,,,False,invalid_random_target,595
1004,False,0,,,False,invalid_random_target,595
1005,True,65,"(2, 6, 7, 9, 1, 2)",3,False,duplicate,595
1006,False,72,"(6, 4, 3, 9, 2, 5)",21,True,,596
1007,True,65,"(3, 5, 7, 9, 1, 2)",16,True,,597
1008,False,0,,,False,invalid_random_target,597
1009,True,65,"(2, 6, 6, 8, 1, 2)",1,False,duplicate,597
1010,False,82,"(5, 6, 2, 8, 4, 1)",3,True,,598
1011,False,81,"(8, 5, 5, 7, 6, 1)",53,True,,599
1012,False,0,,,False,invalid_random_target,599
1013,False,72,"(3, 5, 6, 3, 4, 5)",1,True,,600
1014,False,82,"(5, 6, 3, 8, 6, 2)",6,True,,601
1015,False,82,"(6, 4, 4, 2, 7, 3)",3,True,,602
1016,False,54,"(6, 7, 6, 8, 4, 6)",8,True,,603
1017,False,0,,,False,invalid_random_target,603
1018,False,81,"(6, 5, 3, 2, 6, 4)",2,False,duplicate,603
1019,False,83,"(6, 5, 6, 5, 2, 6)",6,True,,604
1020,False,0,,,False,invalid_random_target,604
1021,False,0,,,False,invalid_random_target,604
1022,True,65,"(3, 6, 7, 8, 0, 2)",9,False,duplicate,604
1023,False,82,"(2, 4, 5, 7, 6, 3)",14,True,,605
1024,False,0,,,False,invalid_random_target,605
1025,False,69,"(8, 5, 6, 7, 5, 1)",7,True,,606
1026,False,0,,,False,invalid_random_target,606
1027,False,0,,,False,invalid_random_target,606
1028,False,79,"(3, 5, 6, 8, 4, 4)",27,True,,607
1029,False,0,,,False,invalid_random_target,607
1030,False,55,"(6, 7, 6, 8, 3, 6)",7,True,,608
1031,False,83,"(4, 7, 3, 3, 4, 5)",3,False,duplicate,608
1032,False,83,"(6, 6, 6, 7, 2, 5)",8,True,,609
1033,False,62,"(2, 6, 5, 7, 5, 3)",5,True,,610
1034,False,83,"(4, 7, 7, 4, 7, 4)",69,True,,611
1035,False,64,"(6, 4, 6, 6, 4, 8)",9,True,,612
1036,False,62,"(3, 4, 5, 0, 2, 4)",53,True,,613
1037,False,81,"(3, 6, 6, 3, 4, 6)",8,True,,614
1038,False,0,,,False,invalid_random_target,614
1039,False,72,"(3, 5, 6, 4, 4, 5)",1,False,duplicate,614
1040,False,62,"(2, 6, 5, 6, 4, 4)",1,True,,615
1041,True,65,"(3, 6, 7, 8, 0, 2)",9,False,duplicate,615
1042,False,79,"(2, 5, 8, 3, 7, 3)",10,True,,616
1043,False,0,,,False,invalid_random_target,616
1044,False,82,"(3, 7, 3, 5, 1, 5)",3,True,,617
1045,False,66,"(2, 6, 7, 5, 5, 0)",6,True,,618
1046,False,79,"(3, 6, 6, 6, 4, 3)",5,False,duplicate,618
1047,False,82,"(7, 4, 4, 1, 9, 3)",82,True,,619
1048,False,0,,,False,invalid_random_target,619
1049,False,0,,,False,invalid_random_target,619
1050,False,0,,,False,invalid_random_target,619
1051,False,0,,,False,invalid_random_target,619
1052,True,65,"(2, 6, 6, 8, 1, 2)",1,False,duplicate,619
1053,False,82,"(7, 5, 5, 6, 6, 8)",79,True,,620
1054,False,82,"(4, 4, 5, 5, 3, 7)",21,True,,621
1055,False,60,"(5, 4, 6, 7, 5, 7)",5,True,,622
1056,False,82,"(7, 5, 5, 5, 2, 6)",9,True,,623
1057,False,83,"(6, 6, 3, 4, 5, 3)",55,True,,624
1058,True,65,"(2, 6, 7, 7, 1, 2)",2,False,duplicate,624
1059,False,80,"(6, 5, 4, 1, 6, 4)",4,True,,625
1060,False,82,"(2, 4, 5, 6, 4, 4)",1,True,,626
1061,False,70,"(3, 6, 7, 6, 2, 4)",1,True,,627
1062,False,63,"(5, 4, 6, 3, 1, 4)",5,True,,628
1063,False,0,,,False,invalid_random_target,628
1064,True,65,"(3, 6, 7, 8, 1, 3)",12,False,duplicate,628
1065,False,0,,,False,invalid_random_target,628
1066,False,82,"(3, 7, 2, 4, 1, 7)",78,True,,629
1067,False,62,"(2, 6, 5, 6, 4, 3)",7,True,,630
1068,False,72,"(2, 4, 3, 5, 2, 4)",52,True,,631
1069,False,81,"(3, 5, 4, 8, 5, 1)",4,True,,632
1070,False,79,"(2, 5, 7, 3, 8, 1)",33,True,,633
1071,False,0,,,False,invalid_random_target,633
1072,False,59,"(5, 4, 6, 7, 2, 2)",12,True,,634
1073,True,65,"(3, 6, 7, 8, 0, 2)",9,False,duplicate,634
1074,False,0,,,False,invalid_random_target,634
1075,False,62,"(2, 6, 5, 6, 5, 3)",8,True,,635
1076,False,83,"(4, 8, 3, 2, 3, 6)",45,True,,636
1077,False,72,"(4, 9, 4, 4, 2, 3)",5,True,,637
1078,False,72,"(6, 4, 5, 6, 1, 4)",20,True,,638
1079,False,59,"(8, 5, 5, 2, 7, 4)",24,True,,639
1080,False,80,"(1, 5, 5, 8, 3, 3)",32,True,,640
1081,False,81,"(6, 5, 7, 1, 6, 3)",4,True,,641
1082,True,65,"(2, 6, 7, 9, 1, 2)",3,False,duplicate,641
1083,False,83,"(5, 5, 3, 7, 6, 5)",5,True,,642
1084,False,83,"(4, 5, 3, 2, 2, 4)",72,False,duplicate,642
1085,False,71,"(5, 4, 4, 6, 1, 3)",5,True,,643
1086,False,83,"(5, 6, 4, 6, 9, 4)",80,True,,644
1087,False,80,"(3, 7, 7, 9, 1, 2)",5,False,duplicate,644
1088,False,0,,,False,invalid_random_target,644
1089,True,65,"(3, 6, 7, 8, 2, 2)",10,False,duplicate,644
1090,False,71,"(4, 4, 5, 3, 3, 2)",6,True,,645
1091,False,0,,,False,invalid_random_target,645
1092,False,74,"(4, 5, 6, 8, 5, 6)",1,True,,646
1093,False,82,"(4, 5, 2, 7, 8, 6)",75,True,,647
1094,False,81,"(5, 5, 3, 1, 6, 4)",6,True,,648
1095,False,0,,,False,invalid_random_target,648
1096,False,0,,,False,invalid_random_target,648
1097,False,70,"(5, 4, 4, 6, 0, 4)",47,True,,649
1098,False,0,,,False,invalid_random_target,649
1099,False,0,,,False,invalid_random_target,649
1100,False,83,"(5, 7, 4, 3, 4, 5)",2,True,,650
1101,False,0,,,False,invalid_random_target,650
1102,False,0,,,False,invalid_random_target,650
1103,False,0,,,False,invalid_random_target,650
1104,False,72,"(4, 4, 5, 6, 3, 4)",1,False,duplicate,650
1105,False,82,"(6, 5, 5, 6, 4, 5)",2,True,,651
1106,False,0,,,False,invalid_random_target,651
1107,False,70,"(5, 4, 4, 6, 1, 7)",2,True,,652
1108,False,83,"(7, 4, 5, 6, 4, 6)",6,False,duplicate,652
1109,False,0,,,False,invalid_random_target,652
1110,False,81,"(5, 5, 3, 2, 7, 4)",3,True,,653
1111,True,65,"(3, 6, 7, 9, 1, 1)",41,True,,654
1112,False,82,"(3, 5, 5, 5, 3, 7)",6,False,duplicate,654
1113,True,65,"(3, 6, 7, 9, 1, 2)",8,False,duplicate,654
1114,False,0,,,False,invalid_random_target,654
1115,False,83,"(4, 7, 3, 2, 3, 5)",10,True,,655
1116,False,83,"(6, 6, 5, 4, 6, 1)",73,True,,656
1117,False,59,"(4, 5, 6, 6, 5, 4)",1,True,,657
1118,False,0,,,False,invalid_random_target,657
1119,False,0,,,False,invalid_random_target,657
1120,False,58,"(7, 6, 6, 3, 7, 2)",7,True,,658
1121,False,0,,,False,invalid_random_target,658
1122,True,65,"(4, 5, 7, 8, 1, 2)",49,False,duplicate,658
1123,False,83,"(4, 8, 6, 3, 3, 4)",4,True,,659
1124,False,81,"(6, 5, 3, 1, 5, 4)",5,False,duplicate,659
1125,True,65,"(3, 5, 7, 8, 0, 2)",17,True,,660
1126,True,65,"(3, 6, 7, 9, 1, 2)",8,False,duplicate,660
1127,False,60,"(5, 4, 5, 9, 5, 3)",13,True,,661
1128,False,81,"(7, 4, 5, 7, 5, 2)",11,False,duplicate,661
1129,False,0,,,False,invalid_random_target,661
1130,False,79,"(2, 5, 6, 3, 8, 4)",54,True,,662
1131,False,49,"(6, 5, 7, 7, 4, 2)",6,True,,663
1132,False,83,"(5, 6, 3, 2, 7, 3)",8,True,,664
1133,False,0,,,False,invalid_random_target,664
1134,False,0,,,False,invalid_random_target,664
1135,False,73,"(6, 4, 4, 1, 7, 2)",57,True,,665
1136,False,82,"(2, 4, 5, 6, 5, 3)",9,True,,666
1137,False,54,"(6, 7, 6, 8, 4, 6)",8,False,duplicate,666
1138,False,70,"(8, 4, 7, 4, 5, 6)",51,True,,667
1139,False,82,"(5, 5, 6, 3, 1, 3)",2,True,,668
1140,False,83,"(5, 7, 3, 2, 3, 5)",25,True,,669
1141,False,73,"(3, 5, 6, 2, 2, 4)",2,True,,670
1142,False,80,"(4, 4, 5, 6, 2, 7)",26,True,,671
1143,False,0,,,False,invalid_random_target,671
1144,True,65,"(3, 6, 7, 7, 1, 2)",7,False,duplicate,671
1145,False,0,,,False,invalid_random_target,671
1146,False,81,"(6, 5, 5, 7, 6, 1)",4,False,duplicate,671
1147,False,0,,,False,invalid_random_target,671
1148,False,70,"(5, 4, 5, 7, 1, 3)",6,True,,672
1149,True,65,"(2, 6, 6, 8, 1, 2)",1,False,duplicate,672
1150,False,41,"(2, 6, 7, 7, 2, 2)",8,True,,673
1151,False,82,"(4, 5, 5, 5, 3, 6)",1,False,duplicate,673
1152,False,82,"(1, 5, 5, 6, 6, 2)",22,True,,674
1153,False,81,"(6, 5, 6, 6, 5, 6)",5,True,,675
1154,False,0,,,False,invalid_random_target,675
1155,False,63,"(2, 6, 6, 6, 2, 4)",1,True,,676
1156,False,72,"(2, 5, 6, 1, 4, 5)",30,True,,677
1157,False,0,,,False,invalid_random_target,677
1158,False,0,,,False,invalid_random_target,677
1159,False,82,"(2, 4, 5, 5, 2, 4)",1,True,,678
1160,False,62,"(3, 4, 5, 8, 2, 2)",7,True,,679
1161,False,68,"(6, 6, 3, 8, 4, 1)",6,True,,680
1162,True,65,"(3, 6, 6, 8, 1, 3)",33,False,duplicate,680
1163,False,0,,,False,invalid_random_target,680
1164,False,59,"(8, 5, 4, 3, 8, 4)",35,True,,681
1165,False,0,,,False,invalid_random_target,681
1166,False,60,"(7, 6, 6, 2, 7, 2)",1,True,,682
1167,True,65,"(2, 6, 7, 9, 1, 2)",3,False,duplicate,682
1168,False,83,"(5, 7, 6, 8, 4, 4)",6,True,,683
1169,False,0,,,False,invalid_random_target,683
1170,False,82,"(4, 8, 4, 2, 3, 6)",17,True,,684
1171,False,0,,,False,invalid_random_target,684
1172,False,60,"(6, 6, 6, 2, 8, 2)",4,True,,685
1173,False,81,"(7, 5, 2, 1, 5, 4)",72,True,,686
1174,False,83,"(4, 5, 3, 2, 1, 6)",36,True,,687
1175,False,72,"(3, 9, 4, 3, 2, 3)",51,True,,688
1176,False,0,,,False,invalid_random_target,688
1177,True,65,"(3, 6, 7, 8, 1, 3)",12,False,duplicate,688
1178,False,0,,,False,invalid_random_target,688
1179,False,0,,,False,invalid_random_target,688
1180,False,71,"(6, 4, 5, 2, 4, 2)",60,True,,689
1181,False,83,"(5, 7, 4, 1, 8, 3)",48,True,,690
1182,False,0,,,False,invalid_random_target,690
1183,False,0,,,False,invalid_random_target,690
1184,True,65,"(3, 6, 7, 7, 0, 2)",34,True,,691
1185,False,81,"(4, 5, 3, 7, 1, 7)",70,True,,692
1186,False,0,,,False,invalid_random_target,692
1187,False,83,"(4, 6, 4, 6, 7, 7)",28,True,,693
1188,False,62,"(2, 6, 6, 6, 4, 4)",3,True,,694
1189,False,0,,,False,invalid_random_target,694
1190,False,84,"(4, 6, 5, 4, 7, 4)",75,True,,695
1191,False,72,"(4, 4, 3, 4, 4, 2)",3,True,,696
1192,True,65,"(3, 6, 7, 8, 2, 2)",10,False,duplicate,696
1193,False,0,,,False,invalid_random_target,696
1194,False,0,,,False,invalid_random_target,696
1195,False,0,,,False,invalid_random_target,696
1196,False,81,"(5, 5, 4, 7, 6, 1)",4,True,,697
1197,True,65,"(2, 6, 6, 8, 1, 2)",1,False,duplicate,697
1198,False,0,,,False,invalid_random_target,697
1199,False,63,"(3, 5, 5, 6, 2, 5)",2,True,,698
1200,False,0,,,False,invalid_random_target,698
1201,False,82,"(1, 4, 5, 6, 5, 4)",7,True,,699
1202,False,83,"(5, 5, 1, 7, 6, 5)",81,True,,700
1203,True,65,"(3, 6, 7, 7, 1, 2)",7,False,duplicate,700
1204,False,84,"(5, 5, 6, 2, 3, 5)",57,True,,701
1205,False,82,"(1, 4, 6, 6, 5, 4)",23,True,,702
1206,False,0,,,False,invalid_random_target,702
1207,False,81,"(2, 5, 4, 8, 5, 2)",4,True,,703
1208,True,65,"(3, 6, 7, 8, 1, 1)",11,False,duplicate,703
1209,True,65,"(3, 6, 7, 8, 1, 1)",11,False,duplicate,703
1210,False,77,"(3, 6, 7, 8, 1, 3)",4,False,duplicate,703
1211,True,65,"(3, 5, 7, 9, 1, 2)",16,False,duplicate,703
1212,False,0,,,False,invalid_random_target,703
1213,False,0,,,False,invalid_random_target,703
1214,False,84,"(5, 7, 6, 5, 5, 4)",4,True,,704
1215,False,77,"(2, 6, 7, 3, 7, 1)",4,True,,705
1216,False,80,"(4, 5, 3, 2, 3, 6)",47,True,,706
1217,False,0,,,False,invalid_random_target,706
1218,False,82,"(5, 5, 4, 8, 4, 5)",1,True,,707
1219,False,61,"(4, 4, 7, 8, 4, 3)",5,True,,708
1220,False,0,,,False,invalid_random_target,708
1221,False,71,"(5, 4, 4, 6, 1, 4)",10,True,,709
1222,False,71,"(4, 4, 3, 7, 0, 6)",33,True,,710
1223,False,0,,,False,invalid_random_target,710
1224,False,84,"(6, 6, 4, 2, 7, 3)",36,True,,711
1225,False,72,"(5, 5, 3, 2, 5, 3)",31,True,,712
1226,False,84,"(5, 6, 5, 5, 7, 4)",66,False,duplicate,712
1227,False,0,,,False,invalid_random_target,712
1228,True,65,"(3, 6, 7, 8, 2, 1)",46,True,,713
1229,True,65,"(3, 6, 7, 8, 2, 2)",10,False,duplicate,713
1230,True,65,"(3, 6, 7, 8, 1, 1)",11,False,duplicate,713
1231,False,80,"(4, 5, 5, 9, 7, 6)",8,True,,714
1232,False,81,"(7, 4, 6, 7, 5, 1)",7,True,,715
1233,False,71,"(4, 4, 3, 7, 1, 4)",4,True,,716
1234,False,0,,,False,invalid_random_target,716
1235,False,83,"(4, 5, 4, 2, 2, 5)",5,True,,717
1236,False,60,"(7, 6, 7, 1, 7, 2)",8,True,,718
1237,False,71,"(5, 5, 3, 6, 0, 4)",25,True,,719
1238,False,63,"(6, 4, 6, 6, 4, 7)",8,True,,720
1239,False,63,"(3, 6, 7, 4, 2, 4)",20,True,,721
1240,False,82,"(2, 4, 3, 5, 3, 3)",38,True,,722
1241,False,81,"(1, 4, 6, 6, 3, 4)",1,True,,723
1242,False,80,"(8, 4, 7, 4, 4, 5)",7,True,,724
1243,False,0,,,False,invalid_random_target,724
1244,False,62,"(6, 4, 3, 9, 2, 3)",13,True,,725
1245,False,0,,,False,invalid_random_target,725
1246,False,0,,,False,invalid_random_target,725
1247,False,83,"(4, 5, 3, 2, 0, 4)",39,True,,726
1248,False,71,"(6, 6, 5, 7, 8, 2)",34,True,,727
1249,False,54,"(7, 7, 6, 7, 3, 4)",15,True,,728
1250,False,62,"(3, 4, 5, 6, 4, 1)",1,True,,729
1251,False,81,"(3, 5, 2, 8, 6, 2)",79,True,,730
1252,False,83,"(5, 6, 3, 2, 6, 4)",2,False,duplicate,730
1253,False,81,"(6, 4, 5, 7, 6, 2)",9,False,duplicate,730
1254,False,0,,,False,invalid_random_target,730
1255,False,80,"(4, 5, 3, 3, 2, 6)",13,True,,731
1256,False,0,,,False,invalid_random_target,731
1257,False,0,,,False,invalid_random_target,731
1258,False,0,,,False,invalid_random_target,731
1259,False,82,"(4, 6, 2, 7, 8, 5)",19,True,,732
1260,False,0,,,False,invalid_random_target,732
1261,False,0,,,False,invalid_random_target,732
1262,False,69,"(4, 4, 5, 6, 2, 5)",1,True,,733
1263,False,83,"(5, 8, 5, 3, 2, 4)",54,True,,734
1264,False,80,"(2, 5, 6, 4, 7, 4)",2,True,,735
1265,False,82,"(5, 5, 6, 3, 1, 3)",2,False,duplicate,735
1266,False,0,,,False,invalid_random_target,735
1267,False,63,"(3, 4, 5, 5, 3, 4)",2,False,duplicate,735
1268,False,83,"(3, 6, 4, 6, 7, 4)",3,True,,736
1269,False,69,"(8, 4, 6, 1, 7, 3)",2,True,,737
1270,False,45,"(5, 4, 6, 7, 4, 2)",42,True,,738
1271,False,82,"(8, 5, 5, 7, 4, 3)",74,True,,739
1272,False,0,,,False,invalid_random_target,739
1273,False,82,"(7, 4, 5, 6, 3, 1)",6,True,,740
1274,False,83,"(4, 7, 3, 3, 5, 4)",4,False,duplicate,740
1275,False,70,"(3, 4, 5, 7, 6, 1)",8,True,,741
1276,False,0,,,False,invalid_random_target,741
1277,False,61,"(4, 4, 4, 9, 4, 4)",1,True,,742
1278,False,70,"(5, 5, 4, 8, 6, 5)",5,False,duplicate,742
1279,False,0,,,False,invalid_random_target,742
1280,False,72,"(3, 9, 4, 4, 2, 2)",7,True,,743
1281,False,82,"(2, 5, 5, 6, 5, 2)",2,True,,744
1282,False,72,"(4, 4, 2, 7, 2, 4)",72,True,,745
1283,False,82,"(2, 4, 5, 5, 3, 3)",1,True,,746
1284,False,63,"(3, 5, 5, 4, 4, 2)",3,True,,747
1285,False,83,"(4, 6, 6, 2, 4, 5)",2,True,,748
1286,False,82,"(4, 6, 3, 7, 8, 5)",14,True,,749
1287,False,0,,,False,invalid_random_target,749
1288,False,82,"(3, 4, 5, 6, 5, 2)",7,True,,750
1289,True,65,"(2, 6, 7, 9, 1, 2)",3,False,duplicate,750
1290,False,83,"(4, 8, 5, 3, 3, 6)",3,True,,751
1291,False,83,"(7, 6, 5, 7, 3, 6)",53,True,,752
1292,True,65,"(3, 6, 7, 8, 1, 3)",12,False,duplicate,752
1293,False,83,"(3, 5, 5, 6, 6, 5)",9,True,,753
1294,False,79,"(3, 7, 7, 7, 1, 2)",4,False,duplicate,753
1295,False,82,"(7, 4, 4, 1, 8, 4)",71,True,,754
1296,False,81,"(7, 5, 5, 7, 5, 1)",6,False,duplicate,754
1297,False,0,,,False,invalid_random_target,754
1298,False,72,"(4, 4, 5, 4, 4, 2)",2,True,,755
1299,False,0,,,False,invalid_random_target,755
1300,False,82,"(4, 5, 2, 7, 9, 5)",59,True,,756
1301,False,0,,,False,invalid_random_target,756
1302,False,83,"(6, 7, 4, 2, 7, 4)",17,False,duplicate,756
1303,False,77,"(2, 5, 7, 3, 9, 0)",75,True,,757
1304,False,61,"(5, 4, 6, 8, 3, 2)",7,True,,758
1305,False,71,"(4, 6, 7, 9, 6, 6)",4,True,,759
1306,False,0,,,False,invalid_random_target,759
1307,False,80,"(4, 6, 3, 1, 1, 6)",68,True,,760
1308,False,0,,,False,invalid_random_target,760
1309,False,0,,,False,invalid_random_target,760
1310,False,0,,,False,invalid_random_target,760
1311,False,75,"(3, 6, 4, 2, 3, 4)",6,True,,761
1312,False,82,"(2, 5, 3, 6, 3, 3)",5,True,,762
1313,True,65,"(2, 6, 7, 9, 1, 2)",3,False,duplicate,762
1314,False,0,,,False,invalid_random_target,762
1315,False,0,,,False,invalid_random_target,762
1316,False,82,"(0, 4, 5, 6, 5, 3)",34,True,,763
1317,False,0,,,False,invalid_random_target,763
1318,False,63,"(3, 4, 5, 5, 4, 2)",1,True,,764
1319,False,81,"(5, 6, 3, 8, 4, 2)",5,True,,765
1320,False,81,"(3, 7, 6, 3, 4, 5)",8,True,,766
1321,False,0,,,False,invalid_random_target,766
1322,False,62,"(4, 6, 7, 8, 6, 5)",11,True,,767
1323,False,45,"(6, 4, 6, 7, 2, 2)",38,True,,768
1324,False,63,"(4, 4, 6, 2, 3, 2)",6,True,,769
1325,False,70,"(5, 4, 4, 8, 8, 4)",56,True,,770
1326,True,65,"(3, 6, 6, 7, 1, 2)",28,True,,771
1327,False,83,"(6, 6, 4, 1, 7, 4)",42,False,duplicate,771
1328,False,81,"(2, 5, 5, 5, 7, 4)",21,True,,772
1329,False,58,"(7, 6, 6, 4, 7, 2)",3,True,,773
1330,False,82,"(7, 5, 5, 5, 4, 6)",4,False,duplicate,773
1331,False,0,,,False,invalid_random_target,773
1332,False,75,"(3, 6, 3, 3, 2, 5)",4,True,,774
1333,True,65,"(3, 6, 7, 8, 1, 1)",11,False,duplicate,774
1334,False,0,,,False,invalid_random_target,774
1335,False,80,"(6, 5, 3, 2, 1, 6)",65,True,,775
1336,False,0,,,False,invalid_random_target,775
1337,False,77,"(3, 7, 7, 8, 0, 3)",8,False,duplicate,775
1338,False,0,,,False,invalid_random_target,775
1339,False,0,,,False,invalid_random_target,775
1340,False,0,,,False,invalid_random_target,775
1341,False,82,"(2, 4, 5, 5, 3, 3)",1,False,duplicate,775
1342,False,83,"(4, 6, 5, 6, 9, 6)",65,True,,776
1343,False,0,,,False,invalid_random_target,776
1344,False,80,"(1, 5, 6, 1, 4, 4)",23,True,,777
1345,False,83,"(4, 5, 2, 2, 2, 6)",52,True,,778
1346,False,82,"(3, 5, 5, 5, 3, 7)",6,False,duplicate,778
1347,False,0,,,False,invalid_random_target,778
1348,True,65,"(3, 6, 7, 8, 1, 1)",11,False,duplicate,778
1349,False,0,,,False,invalid_random_target,778
1350,False,62,"(3, 4, 5, 7, 2, 3)",2,True,,779
1351,False,71,"(6, 5, 6, 7, 7, 2)",5,True,,780
1352,False,82,"(6, 6, 6, 2, 7, 3)",13,True,,781
1353,False,53,"(2, 4, 5, 1, 2, 4)",4,True,,782
1354,False,81,"(7, 4, 5, 7, 6, 8)",38,True,,783
1355,False,77,"(2, 5, 7, 3, 7, 2)",5,True,,784
1356,False,70,"(7, 5, 5, 2, 6, 4)",2,True,,785
1357,False,84,"(5, 7, 4, 6, 7, 7)",52,True,,786
1358,True,65,"(3, 6, 7, 8, 1, 0)",63,True,,787
1359,False,66,"(3, 6, 7, 4, 3, 0)",3,True,,788
1360,False,47,"(3, 6, 7, 8, 1, 2)",2,False,duplicate,788
1361,False,77,"(6, 7, 7, 6, 4, 5)",53,True,,789
1362,False,71,"(4, 4, 4, 7, 6, 4)",7,True,,790
1363,False,68,"(3, 6, 3, 9, 4, 1)",3,True,,791
1364,False,83,"(3, 5, 5, 6, 3, 6)",2,False,duplicate,791
1365,False,53,"(3, 4, 5, 1, 2, 3)",3,True,,792
1366,False,83,"(5, 6, 4, 8, 6, 1)",19,True,,793
1367,False,83,"(7, 5, 5, 7, 6, 7)",51,True,,794
1368,False,83,"(4, 5, 4, 2, 3, 6)",18,True,,795
1369,False,0,,,False,invalid_random_target,795
1370,False,0,,,False,invalid_random_target,795
1371,False,0,,,False,invalid_random_target,795
1372,False,0,,,False,invalid_random_target,795
1373,False,82,"(7, 5, 6, 2, 2, 3)",67,True,,796
1374,False,81,"(7, 4, 4, 1, 7, 3)",12,False,duplicate,796
1375,False,0,,,False,invalid_random_target,796
1376,False,52,"(2, 6, 8, 5, 4, 0)",10,True,,797
1377,False,84,"(4, 5, 3, 6, 7, 7)",58,True,,798
1378,False,71,"(8, 5, 7, 7, 6, 4)",19,True,,799
1379,False,83,"(5, 8, 4, 1, 3, 6)",77,True,,800
1380,False,62,"(2, 6, 5, 7, 5, 3)",3,False,duplicate,800
1381,False,0,,,False,invalid_random_target,800
1382,False,0,,,False,invalid_random_target,800
1383,False,41,"(3, 4, 5, 7, 2, 3)",8,False,duplicate,800
1384,False,0,,,False,invalid_random_target,800
1385,False,0,,,False,invalid_random_target,800
1386,False,83,"(6, 5, 4, 1, 7, 3)",39,True,,801
1387,False,81,"(4, 6, 4, 8, 1, 6)",6,True,,802
